VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Backup Status,com.vrlcm.snapshot,Domain,Last Backup,latency.enforceCpuMin,Server Shutdown for DECOM,Server_Role,SRM-com.vmware.vcDr:::protected,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,Virtual_Machine,SAP,Operation Status,DeployedBy,GRID,Service Level,VSA Backup Application,Environment,Backup,Application,VROPS TAG,VI SDK Server,VI SDK UUID,vCenter,OS Effective,Cleaned OS,Exclusion Reason
HOEEPMC5A,poweredOn,False,False,green,HOEEPMC5A.NA.site.local,connected,running,green,False,2024-09-18 12:57:29,,2023-06-07 05:12:35,2024-07-19 03:05:03,16,65536,1,6,intel-cascadelake,normal,True,,,HCF_VDS01-VM-418,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO113_MSCS_SYMM-NOREP-33/Resources,,,True,notConfigured,gray,-1,-1,1811781,1811781,1745921,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,17,none,never,,[HCF_CLO113_DS SYMM 05] HOEEPMC5A/HOEEPMC5A.vmx,[HCF_CLO113_DS SYMM 05] HOEEPMC5A/,[HCF_CLO113_DS SYMM 05] HOEEPMC5A/,[HCF_CLO113_DS SYMM 05] HOEEPMC5A/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO113_MSCS_SYMM-NOREP-33,hcfvhs19.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2313153,503255c4-d86f-2b9d-b013-18aa54fcd8bc,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEEPMC5B,poweredOn,False,False,green,HOEEPMC5B.NA.site.local,connected,running,green,False,2024-09-18 12:48:33,,2023-06-07 06:01:31,2024-07-19 02:41:16,16,65536,1,6,intel-cascadelake,normal,True,,,HCF_VDS01-VM-418,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO113_MSCS_SYMM-NOREP-33/Resources,,,True,notConfigured,gray,-1,-1,1811598,1811598,1745921,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,17,none,never,,[HCF_CLO113_DS SYMM 03] HOEEPMC5B/HOEEPMC5B.vmx,[HCF_CLO113_DS SYMM 03] HOEEPMC5B/,[HCF_CLO113_DS SYMM 03] HOEEPMC5B/,[HCF_CLO113_DS SYMM 03] HOEEPMC5B/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO113_MSCS_SYMM-NOREP-33,hcfvhs22.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2313156,5032b746-2910-b33d-191d-0e37f3f915e9,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEEPMC6A,poweredOn,False,False,green,hoeepmc6a.NA.site.local,connected,running,green,False,2024-09-18 12:50:44,,2023-06-07 05:36:14,2024-07-19 03:41:32,16,65536,1,6,intel-cascadelake,normal,True,,,HCF_VDS01-VM-418,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO113_MSCS_SYMM-NOREP-33/Resources,,,True,notConfigured,gray,-1,-1,1402027,1402027,1336321,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_CLO113_DS SYMM 03] HOEEPMC6A/HOEEPMC6A.vmx,[HCF_CLO113_DS SYMM 03] HOEEPMC6A/,[HCF_CLO113_DS SYMM 03] HOEEPMC6A/,[HCF_CLO113_DS SYMM 03] HOEEPMC6A/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO113_MSCS_SYMM-NOREP-33,hcfvhs22.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2313154,5032e40c-4fdd-7c21-515f-d4c00123ae5d,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEEPMC6B,poweredOn,False,False,green,hoeepmc6b.NA.site.local,connected,running,green,False,2024-09-18 12:54:13,,2023-06-07 05:40:42,2024-07-19 03:44:28,16,65536,1,6,intel-cascadelake,normal,True,,,HCF_VDS01-VM-418,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO113_MSCS_SYMM-NOREP-33/Resources,,,True,notConfigured,gray,-1,-1,1402126,1402126,1336321,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_CLO113_DS SYMM 05] HOEEPMC6B/HOEEPMC6B.vmx,[HCF_CLO113_DS SYMM 05] HOEEPMC6B/,[HCF_CLO113_DS SYMM 05] HOEEPMC6B/,[HCF_CLO113_DS SYMM 05] HOEEPMC6B/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO113_MSCS_SYMM-NOREP-33,hcfvhs22.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2313155,50325843-1096-31b2-15f7-40ef033d2977,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
hoeepmc7a,poweredOn,False,False,green,HOEEPMC7A.NA.site.local,connected,running,green,False,2024-09-18 12:42:12,,2023-11-28 06:26:11,2024-08-21 14:21:14,16,65536,1,6,intel-broadwell,normal,True,,,HCF_VDS01-VM-427-SAP-WIN-ACC,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO114_GP_SYMM-REP-34/Resources,,,True,notConfigured,gray,-1,-1,1412273,1412273,1346561,medium,none,vmMonitoringDisabled,Anti Affinity,hoeepmc7a_b,False,10000,10000,False,False,efi,17,none,never,,[HCF_CLO114_SYMM_DS003] hoeepmc7a/hoeepmc7a.vmx,[HCF_CLO114_SYMM_DS003] hoeepmc7a/,[HCF_CLO114_SYMM_DS003] hoeepmc7a/,[HCF_CLO114_SYMM_DS003] hoeepmc7a/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO114_GP_SYMM-REP-34,hcfvhs34.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2383573,50327adf-6b5a-6d7b-d7a0-a085a469c409,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
hoeepmc7b,poweredOn,False,False,green,HOEEPMC7B.NA.site.local,connected,running,green,False,2024-09-18 12:50:20,,2023-11-28 06:44:45,2024-07-19 03:41:12,16,65536,1,6,intel-broadwell,normal,True,,,HCF_VDS01-VM-427-SAP-WIN-ACC,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO114_GP_SYMM-REP-34/Resources,,,True,notConfigured,gray,-1,-1,1401999,1401999,1336321,medium,none,vmMonitoringDisabled,Anti Affinity,hoeepmc7a_b,False,0,10000,False,False,efi,17,none,never,,[HCF_CLO114_SYMM_DS002] hoeepmc7b/hoeepmc7b.vmx,[HCF_CLO114_SYMM_DS002] hoeepmc7b/,[HCF_CLO114_SYMM_DS002] hoeepmc7b/,[HCF_CLO114_SYMM_DS002] hoeepmc7b/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO114_GP_SYMM-REP-34,hcfvhs35.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2383574,50328a77-b181-a502-c641-deba29ea240b,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEEPNC5A,poweredOn,False,False,green,HOEEPNC5A.NA.site.local,connected,running,green,False,2024-09-22 08:46:41,,1969-12-31 21:00:00,2024-04-20 16:23:11,32,65536,2,4,intel-haswell,normal,True,,,HCF_VDS01-VM-425,HCF_VDS01-VM-425,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO111_GP_SYMM-REP-31/Resources,,,True,notConfigured,gray,-1,-1,1400711,1204110,1134611,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_CLO111_ SYMM _DS008] HOEEPNC5A/HOEEPNC5A.vmx,[HCF_CLO111_ SYMM _DS008] HOEEPNC5A/,[HCF_CLO111_ SYMM _DS008] HOEEPNC5A/,[HCF_CLO111_ SYMM _DS008] HOEEPNC5A/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO111_GP_SYMM-REP-31,hcfvhs12.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2098355,50322a5f-54be-aeac-a275-a264c1a08630,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEEPNC5B,poweredOn,False,False,green,HOEEPNC5B.NA.site.local,connected,running,green,False,2024-09-22 08:46:23,,1969-12-31 21:00:00,2024-10-01 09:40:44,32,65536,2,4,intel-haswell,normal,True,,,HCF_VDS01-VM-425,HCF_VDS01-VM-425,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO111_GP_SYMM-REP-31/Resources,,,True,notConfigured,gray,-1,-1,1400773,1180438,1110877,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_CLO111_ SYMM _DS007] HOEEPNC5B/HOEEPNC5B.vmx,[HCF_CLO111_ SYMM _DS007] HOEEPNC5B/,[HCF_CLO111_ SYMM _DS007] HOEEPNC5B/,[HCF_CLO111_ SYMM _DS007] HOEEPNC5B/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO111_GP_SYMM-REP-31,hcfvhs11.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2098356,5032581a-9ab8-0644-461d-de4d06c60ba0,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
hoeepptest01,poweredOn,False,False,green,hoeepptest01.NA.site.local,connected,running,green,False,2024-09-13 04:16:03,,2023-06-15 03:28:15,2024-10-10 04:14:15,2,4096,1,1,intel-broadwell,normal,True,,,HCF_VDS03-Cloud-VM-638-Fannin-Overlay,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,102401,37709,37708,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,none,never,,[HCFNCS09_04_HCF_CLO06_NFS_DS_048] hoeepptest01/hoeepptest01.vmx,[HCFNCS09_04_HCF_CLO06_NFS_DS_048] hoeepptest01/,[HCFNCS09_04_HCF_CLO06_NFS_DS_048] hoeepptest01/,[HCFNCS09_04_HCF_CLO06_NFS_DS_048] hoeepptest01/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc219.na.site.local,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-2316007,5032e772-5d90-8ce7-8626-1a5056c61597,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,ServiceNow,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022,
hoeeuc01,poweredOn,False,False,green,hoeeuc01.NA.site.local,connected,running,green,False,2024-09-13 04:14:17,,2023-12-04 13:09:04,2024-09-01 09:19:16,12,24576,1,2,intel-nehalem,normal,True,,,HCF_VDS01-VM-416,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO083_TS_NTAP/Resources,,,True,notConfigured,gray,-1,-1,204801,47775,47774,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,none,never,,[HOE_CLO83_NFS_DS_004] hoeeuc01/hoeeuc01.vmx,[HOE_CLO83_NFS_DS_004] hoeeuc01/,[HOE_CLO83_NFS_DS_004] hoeeuc01/,[HOE_CLO83_NFS_DS_004] hoeeuc01/,,,,,,,,,,HOEDCO02,HOE_Production_CLO083_TS_NTAP,hoevhs792.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2385102,50328796-0b83-3b1d-4303-052b7aa66527,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,ServiceNow,,Tier 3,,Acceptance,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEEVO002,poweredOn,False,False,green,HOEEVO002.NA.site.local,connected,running,green,False,2024-09-28 21:49:30,,1969-12-31 21:00:00,2024-10-02 03:46:12,24,65536,2,5,intel-broadwell,normal,True,True,,HCF_VDS03-Cloud-VM-433,HCF_VDS03-Cloud-VM-433,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,9543681,2684558,2684556,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,18,success,never,,[HCFNCS09_01_HCF_CLO006_GP_NTAPF_DS_25] HOEEVO002/HOEEVO002.vmx,[HCFNCS09_01_HCF_CLO006_GP_NTAPF_DS_25] HOEEVO002/,[HCFNCS09_01_HCF_CLO006_GP_NTAPF_DS_25] HOEEVO002/,[HCFNCS09_01_HCF_CLO006_GP_NTAPF_DS_25] HOEEVO002/,,"Backup Job ID [58179682]  Client: [hoevms150_VSA], Backup Set: [defaultBackupSet], Subclient: [Adhoc request for MMA servers]",,,5/2/2023 7:05:00 PM,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc216.na.site.local,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-428918,5032064b-fb98-4a1f-5579-ab5112df717c,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,do_not_backup,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEEVO003,poweredOn,False,False,green,HOEEVO003.NA.site.local,connected,running,green,False,2024-09-18 12:52:32,,1969-12-31 21:00:00,2024-08-23 07:46:39,24,65536,1,5,intel-broadwell,normal,True,True,,HCF_VDS03-Cloud-VM-433,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,6093044,1052364,1052358,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,18,success,never,,[HCFNCS09_08_HCF_CL006_NFS_DS_021] HOEEVO003/HOEEVO003.vmx,[HCFNCS09_08_HCF_CL006_NFS_DS_021] HOEEVO003/,[HCFNCS09_08_HCF_CL006_NFS_DS_021] HOEEVO003/,[HCFNCS09_08_HCF_CL006_NFS_DS_021] HOEEVO003/,,"Backup Job ID [58179682]  Client: [hoevms150_VSA], Backup Set: [defaultBackupSet], Subclient: [Adhoc request for MMA servers]",,,5/2/2023 6:43:52 PM,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc214.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-562078,5032af2d-c314-f8a0-f0d1-ca0f66a6d1c9,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,do_not_backup,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEEVO005,poweredOn,False,False,green,HOEEVO005.NA.site.local,connected,running,green,False,2024-09-28 21:48:51,,1969-12-31 21:00:00,2024-09-25 21:43:50,24,65536,1,3,intel-broadwell,normal,True,True,,HCF_VDS03-Cloud-VM-438,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,2314532,821516,761108,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,18,success,never,,[HCFNCS09_HCF_CLO06_NFS_DS_068] HOEEVO005/HOEEVO005.vmx,[HCFNCS09_HCF_CLO06_NFS_DS_068] HOEEVO005/,[HCFNCS09_HCF_CLO06_NFS_DS_068] HOEEVO005/,[HCFNCS09_HCF_CLO06_NFS_DS_068] HOEEVO005/,,"Backup Job ID [60929399]  Client: [hoevms150_VSA], Backup Set: [defaultBackupSet], Subclient: [Adhoc request for MMA servers]",,,4/14/2024 6:59:24 PM,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc221.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-616637,50321413-a412-e395-5f5a-b371ac68f1b9,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEEVO006,poweredOn,False,False,green,HOEEVO006.NA.site.local,connected,running,green,False,2024-09-22 21:40:52,,1969-12-31 21:00:00,2024-06-22 02:56:00,24,65536,1,4,intel-broadwell,normal,True,True,,HCF_VDS03-Cloud-VM-416,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO004_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,6462647,5630954,5630952,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,18,success,never,,[HCF_CLO004_NTAPF_DS043] HOEEVO006/HOEEVO006.vmx,[HCF_CLO004_NTAPF_DS043] HOEEVO006/,[HCF_CLO004_NTAPF_DS043] HOEEVO006/,[HCF_CLO004_NTAPF_DS043] HOEEVO006/,,"Backup Job ID [1678443]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_Prod_CLO04_Cloud_DS_Netapp_043]",,,3/7/2024 6:41:29 PM,,,,,HOEDCO02,HCF_PROD_CLO004_GP_NTAPF,hcfvhc122.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-591045,5032e310-9546-0c34-1950-c418da98132b,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,do_not_backup,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEEVOPPP001,poweredOn,False,False,green,HOEEVOPPP001.NA.site.local,connected,running,green,False,2024-09-21 12:14:32,,1969-12-31 21:00:00,2024-10-03 20:54:46,24,65536,1,4,intel-broadwell,normal,True,,,HCF_VDS03-Cloud-VM-432,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,4731768,4504879,4443653,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,success,never,,[HCFNCS09_07_HCF_CLO06_NFS_DS_062] HOEEVOPPP001/HOEEVOPPP001.vmx,[HCFNCS09_07_HCF_CLO06_NFS_DS_062] HOEEVOPPP001/,[HCFNCS09_07_HCF_CLO06_NFS_DS_062] HOEEVOPPP001/,[HCFNCS09_07_HCF_CLO06_NFS_DS_062] HOEEVOPPP001/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc319.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1202154,5032300e-9580-2156-ae2b-6011e59b905d,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEEVOSARC001,poweredOn,False,False,green,HOEEVOSARC001.NA.site.local,connected,running,green,False,2024-09-21 21:46:19,,1969-12-31 21:00:00,2024-10-10 00:42:45,24,65536,1,3,intel-broadwell,normal,True,True,,HCF_VDS03-Cloud-VM-438,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO004_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,2253929,992205,992100,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,18,success,never,,[HCF_CLO004_NTAPF_DS034] HOEEVOSARC001/HOEEVOSARC001.vmx,[HCF_CLO004_NTAPF_DS034] HOEEVOSARC001/,[HCF_CLO004_NTAPF_DS034] HOEEVOSARC001/,[HCF_CLO004_NTAPF_DS034] HOEEVOSARC001/,,"Backup Job ID [1678434]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_Prod_CLO04_Cloud_DS_Netapp_034]",,,3/7/2024 6:40:17 PM,,,,,HOEDCO02,HCF_PROD_CLO004_GP_NTAPF,hcfvhc327.na.site.local,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-616636,50325630-5f11-1c6a-0ac9-84e358aedb17,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,do_not_backup,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
hoef3tc1a,poweredOn,False,False,green,hoef3tc1a.NA.site.local,connected,running,green,False,2024-09-26 16:32:20,,2023-02-08 06:01:29,2024-07-19 16:38:31,8,65536,1,4,intel-broadwell,normal,True,True,,HCF_VDS03-Cloud-VM-448-SAP,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO004_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,359432,318637,318613,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_CLO004_NTAPF_DS011] hoef3tc1a/hoef3tc1a.vmx,[HCF_CLO004_NTAPF_DS011] hoef3tc1a/,[HCF_CLO004_NTAPF_DS011] hoef3tc1a/,[HCF_CLO004_NTAPF_DS011] hoef3tc1a/,,"Backup Job ID [1678414]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_Prod_CLO04_Cloud_DS_Netapp_011]",,,3/7/2024 6:49:32 PM,,,,,HOEDCO02,HCF_PROD_CLO004_GP_NTAPF,hcfvhc224.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2216069,5032f0ed-4202-0bc6-8b56-c4f6d4740f61,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,ServiceNow,,Tier 3,,Acceptance,do_not_backup,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEFAC500,poweredOn,False,False,green,HOEFAC500.NA.site.local,connected,running,green,False,2024-09-21 21:16:29,,2022-01-27 07:25:04,2024-08-05 19:15:01,2,32768,1,4,intel-broadwell,normal,True,,,HCF_VDS01-VM-418,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO022_SQL_NTAP/Resources,,,True,notConfigured,gray,-1,-1,819203,388736,388733,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_CLO022_NFS_DS021] HOEFAC500/HOEFAC500.vmx,[HCF_CLO022_NFS_DS021] HOEFAC500/,[HCF_CLO022_NFS_DS021] HOEFAC500/,[HCF_CLO022_NFS_DS021] HOEFAC500/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO022_SQL_NTAP,hcfvhc513.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1731247,5032ce03-d034-5388-5ea0-bc1be91983ed,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,ServiceNow,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEFAC501,poweredOn,False,False,green,HOEFAC501.NA.site.local,connected,running,green,False,2024-09-25 20:00:15,,1969-12-31 21:00:00,2024-05-21 20:44:06,8,38912,1,5,intel-broadwell,normal,True,True,,HCF_VDS01-VM-638-HCF,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO022_SQL_NTAP/Resources,,,True,notConfigured,gray,-1,-1,1935365,1330070,1330065,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,18,none,never,,[HCF_CLO011_NFS_DS_003 - New] HOEFAC501/HOEFAC501.vmx,[HCF_CLO011_NFS_DS_003 - New] HOEFAC501/,[HCF_CLO011_NFS_DS_003 - New] HOEFAC501/,[HCF_CLO011_NFS_DS_003 - New] HOEFAC501/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO022_SQL_NTAP,hcfvhc515.na.site.local,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-27011,50321f0e-c059-814c-dcb4-0635eded764a,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,SQL Server,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
