VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Backup Status,com.vrlcm.snapshot,Domain,Last Backup,latency.enforceCpuMin,Server Shutdown for DECOM,Server_Role,SRM-com.vmware.vcDr:::protected,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,Virtual_Machine,SAP,Operation Status,DeployedBy,GRID,Service Level,VSA Backup Application,Environment,Backup,Application,VROPS TAG,VI SDK Server,VI SDK UUID,vCenter,OS Effective,Cleaned OS,Exclusion Reason
HCFVSC101,poweredOn,False,False,green,hcfvsc101,connected,running,green,False,2024-03-05 16:43:13,,2023-05-29 12:22:11,2024-09-24 16:11:34,4,18432,1,4,intel-broadwell,normal,,,,HCF_VDS04-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_PROD_CLO119_MGMT_NTAP/Resources,,,True,notConfigured,gray,-1,-1,54274,36043,36041,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,10,none,never,,[HOE_PROD_CLO119_NFS_DS003 - New] HCFVSC101/HCFVSC101.vmx,[HOE_PROD_CLO119_NFS_DS003 - New] HCFVSC101/,[HOE_PROD_CLO119_NFS_DS003 - New] HCFVSC101/,[HOE_PROD_CLO119_NFS_DS003 - New] HCFVSC101/,,,,,,,,,,HOEDCO02,HOE_PROD_CLO119_MGMT_NTAP,hoevhs1051.na.site.local,Other 2.6.x Linux (64-bit),Debian GNU/Linux 11 (64-bit),vm-2309423,50327c6e-b63a-ba4c-1142-3c00f471264c,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Debian GNU/Linux 11 (64-bit),Debian GNU/Linux 11,Excluded OS
HCFVSC102,poweredOn,False,False,green,hcfvsc102,connected,running,green,False,2024-09-27 15:41:32,,2023-07-05 14:12:45,2024-09-27 15:58:32,8,32768,1,4,intel-broadwell,normal,,,,HCF_VDS04-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_PROD_CLO119_MGMT_NTAP/Resources,,,True,notConfigured,gray,-1,-1,54273,42034,42032,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,10,none,never,,[HOE_PROD_CLO119_NFS_DS001-New] HCFVSC102/HCFVSC102.vmx,[HOE_PROD_CLO119_NFS_DS001-New] HCFVSC102/,[HOE_PROD_CLO119_NFS_DS001-New] HCFVSC102/,[HOE_PROD_CLO119_NFS_DS001-New] HCFVSC102/,,,,,,,,,,HOEDCO02,HOE_PROD_CLO119_MGMT_NTAP,hoevhs1050.na.site.local,Other 2.6.x Linux (64-bit),Debian GNU/Linux 11 (64-bit),vm-2335504,5032f2b6-7cbb-5e1f-dfdf-4aaf05f4b836,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Debian GNU/Linux 11 (64-bit),Debian GNU/Linux 11,Excluded OS
HCFVSC103,poweredOn,False,False,green,hcfvsc103,connected,running,green,False,2023-07-07 14:49:49,,2023-07-07 14:47:17,2023-10-03 05:24:48,2,12288,1,4,intel-broadwell,normal,,,,HCF_VDS04-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_PROD_CLO119_MGMT_NTAP/Resources,,,True,notConfigured,gray,-1,-1,54273,25565,25564,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,10,none,never,,[HOE_PROD_CLO119_NFS_DS003 - New] HCFVSC103/HCFVSC103.vmx,[HOE_PROD_CLO119_NFS_DS003 - New] HCFVSC103/,[HOE_PROD_CLO119_NFS_DS003 - New] HCFVSC103/,[HOE_PROD_CLO119_NFS_DS003 - New] HCFVSC103/,,,,,,,,,,HOEDCO02,HOE_PROD_CLO119_MGMT_NTAP,hoevhs1051.na.site.local,Other 2.6.x Linux (64-bit),Debian GNU/Linux 11 (64-bit),vm-2336284,50329ac7-1cad-037a-0f99-5752a3cebbbb,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Debian GNU/Linux 11 (64-bit),Debian GNU/Linux 11,Excluded OS
HOE OpenManage_Integration,poweredOn,False,False,green,localhost.localdomain,connected,running,green,False,2023-06-22 07:36:17,,1969-12-31 21:00:00,2024-09-30 18:09:47,8,32768,1,1,intel-haswell,normal,,True,,HCF_VDS01-VM-281,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,45623,12741,12741,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,8,none,never,,[HOE_CLO71_NFS_DS_019-New] HOE OpenManage_Integration/HOE OpenManage_Integration.vmx,[HOE_CLO71_NFS_DS_019-New] HOE OpenManage_Integration/,[HOE_CLO71_NFS_DS_019-New] HOE OpenManage_Integration/,[HOE_CLO71_NFS_DS_019-New] HOE OpenManage_Integration/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs710.na.site.local,Red Hat Enterprise Linux 6 (64-bit),CentOS 4/5/6 (64-bit),vm-10480,502a61d5-5271-a70b-9357-84627d4584df,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,CentOS 4/5/6 (64-bit),CentOS 4/5/6,Excluded OS
HOE_StorageGateway_1,poweredOn,False,False,green,ip-172-31-3-167.ec2.internal,connected,running,green,False,2023-08-29 22:30:56,,2023-08-29 22:06:24,2024-02-09 12:34:28,4,16384,1,2,intel-haswell,normal,,,,HCF_VDS03-Cloud-VM-414,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO008_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,5341267,4821625,4805158,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,10,none,never,,[HCF_PROD_CLO008_DS_35] HOE_StorageGateway_1/HOE_StorageGateway_1.vmx,[HCF_PROD_CLO008_DS_35] HOE_StorageGateway_1/,[HCF_PROD_CLO008_DS_35] HOE_StorageGateway_1/,[HCF_PROD_CLO008_DS_35] HOE_StorageGateway_1/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO008_GP_NTAPF,hcfvhc108.na.site.local,Other (64-bit),Amazon Linux 2 (64-bit),vm-2356938,50325a55-f02a-e037-6799-b36a7526182e,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Amazon Linux 2 (64-bit),Amazon Linux 2,Excluded OS
HOE_StorageGateway_2,poweredOn,False,False,green,ip-172-31-3-167.ec2.internal,connected,running,green,False,2023-07-14 19:09:36,,2023-07-14 15:33:31,2023-07-18 20:09:29,4,16384,1,2,intel-broadwell,normal,,,,HCF_VDS03-Cloud-VM-440,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,5341267,2024575,2008108,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,10,none,never,,[HCF_CLO006_GP_NTAP_DS01] HOE_StorageGateway_2/HOE_StorageGateway_2.vmx,[HCF_CLO006_GP_NTAP_DS01] HOE_StorageGateway_2/,[HCF_CLO006_GP_NTAP_DS01] HOE_StorageGateway_2/,[HCF_CLO006_GP_NTAP_DS01] HOE_StorageGateway_2/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc413.na.site.local,Other (64-bit),Amazon Linux 2 (64-bit),vm-2339047,5032ed4f-412a-ef44-7371-e6cb7b568721,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Amazon Linux 2 (64-bit),Amazon Linux 2,Excluded OS
HOE_StorageGateway_3,poweredOn,False,False,green,ip-172-31-3-167.ec2.internal,connected,running,green,False,2024-01-17 22:53:57,,2023-07-14 15:41:41,2024-09-24 09:43:27,4,16384,1,2,intel-haswell,normal,,True,,HCF_VDS03-Cloud-VM-440,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO009_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,5324829,1812305,1812276,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,10,none,never,,[HCF_PROD_CLO009_NTAPF_DS_01] HOE_StorageGateway_3/HOE_StorageGateway_3.vmx,[HCF_PROD_CLO009_NTAPF_DS_01] HOE_StorageGateway_3/,[HCF_PROD_CLO009_NTAPF_DS_01] HOE_StorageGateway_3/,[HCF_PROD_CLO009_NTAPF_DS_01] HOE_StorageGateway_3/,,"Backup Job ID [1716523]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_PROD_CLO009_NTAPF_DS01]",,,10/9/2024 6:27:08 PM,,,,,HOEDCO02,HCF_PROD_CLO009_GP_NTAPF,hcfvhc302.na.site.local,Other (64-bit),Amazon Linux 2 (64-bit),vm-2339048,503245a4-089e-9cc8-2112-7f2c850308f1,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Amazon Linux 2 (64-bit),Amazon Linux 2,Excluded OS
HOE_StorageGateway_4,poweredOn,False,False,green,ip-172-31-3-167.ec2.internal,connected,running,green,False,2023-11-09 22:51:51,,2023-11-09 22:45:49,2024-05-08 07:21:20,4,16384,1,2,intel-haswell,normal,,,,HCF_VDS03-Cloud-VM-414,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO008_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,3244116,3244116,3227648,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,10,none,never,,[HCF_PROD_CLO008_GP_DS_07] aws-storage-gateway-1679579517/aws-storage-gateway-1679579517.vmx,[HCF_PROD_CLO008_GP_DS_07] aws-storage-gateway-1679579517/,[HCF_PROD_CLO008_GP_DS_07] aws-storage-gateway-1679579517/,[HCF_PROD_CLO008_GP_DS_07] aws-storage-gateway-1679579517/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO008_GP_NTAPF,hcfvhc108.na.site.local,Other (64-bit),Amazon Linux 2 (64-bit),vm-2378989,50323a21-b940-9ea2-a8bc-e495849ce578,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Amazon Linux 2 (64-bit),Amazon Linux 2,Excluded OS
HOEAES01,poweredOn,False,False,green,,connected,notRunning,gray,False,2023-06-22 06:43:20,,1969-12-31 21:00:00,2024-10-03 12:34:35,4,12288,1,1,intel-haswell,normal,,True,,HCF_VDS01-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,102446,55197,55150,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,7,none,never,,[HOE_CLO71_NFS_DS_032] HOEAES01/HOEAES01.vmx,[HOE_CLO71_NFS_DS_032] HOEAES01/,[HOE_CLO71_NFS_DS_032] HOEAES01/,[HOE_CLO71_NFS_DS_032] HOEAES01/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs899.na.site.local,Ubuntu Linux (64-bit),,vm-120136,503262e3-24b5-8dae-255e-a8a3e2a90c5f,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAES02,poweredOn,False,False,green,aes,connected,running,green,False,2023-06-22 06:41:59,,1969-12-31 21:00:00,2024-10-03 06:47:32,2,8192,1,1,intel-haswell,normal,,,,HCF_VDS01-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,204820,160539,160519,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,7,none,never,,[HOE_CLO71_NFS_DS_028] HOEAES02/HOEAES02.vmx,[HOE_CLO71_NFS_DS_028] HOEAES02/,[HOE_CLO71_NFS_DS_028] HOEAES02/,[HOE_CLO71_NFS_DS_028] HOEAES02/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs711.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-189937,5032e762-32fa-d64b-3b92-ff1ffd2bb330,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP640,poweredOn,False,False,green,,connected,notRunning,gray,False,2023-06-22 06:41:58,,1969-12-31 21:00:00,2024-10-10 04:59:13,2,2048,1,1,intel-haswell,normal,,True,,HCF_VDS01-VM-418,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,16384,5456,5456,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,8,none,never,,[HOE_CLO71_NFS_DS_027] HOEAPP640/HOEAPP640.vmx,[HOE_CLO71_NFS_DS_027] HOEAPP640/,[HOE_CLO71_NFS_DS_027] HOEAPP640/,[HOE_CLO71_NFS_DS_027] HOEAPP640/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs710.na.site.local,Ubuntu Linux (64-bit),,vm-4464,501ae8cb-e0d2-f759-3370-8d400f792ec0,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP780,poweredOn,False,False,green,hoeapp780,connected,running,green,False,2024-07-04 05:19:07,,1969-12-31 21:00:00,2024-08-26 23:35:23,4,16384,1,1,intel-broadwell,normal,,,,HCF_VDS03-Cloud-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO004_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,143363,139518,139515,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,4,none,never,,[HCF_CLO004_NTAPF_DS_059] HOEAPP780/HOEAPP780.vmx,[HCF_CLO004_NTAPF_DS_059] HOEAPP780/,[HCF_CLO004_NTAPF_DS_059] HOEAPP780/,[HCF_CLO004_NTAPF_DS_059] HOEAPP780/,,"Backup Job ID [1716517]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_CLO004_NTAPF_DS059]",,,10/9/2024 6:30:22 PM,,,,,HOEDCO02,HCF_PROD_CLO004_GP_NTAPF,hcfvhc422.na.site.local,SUSE Linux Enterprise 11 (64-bit),SUSE Linux Enterprise 12 (64-bit),vm-5648,502ae7e2-54b5-8fc6-7b66-ce4d43a537d9,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,SUSE Linux Enterprise 12 (64-bit),SUSE Linux Enterprise 12,Excluded OS
HOEAPP950,poweredOn,False,False,green,aes,connected,running,green,False,2023-06-22 06:41:58,,1969-12-31 21:00:00,2024-10-09 23:48:19,4,24576,1,1,intel-haswell,normal,,True,,HCF_VDS01-VM-413-PCMS,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,102400,87129,87129,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,7,none,never,,[HOE_CLO71_NFS_DS_001] HOEAPP950/HOEAPP950.vmx,[HOE_CLO71_NFS_DS_001] HOEAPP950/,[HOE_CLO71_NFS_DS_001] HOEAPP950/,[HOE_CLO71_NFS_DS_001] HOEAPP950/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs711.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-5022,502ac47f-d010-8c3b-1660-1cd34329429a,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP950B,poweredOn,False,False,green,aes,connected,running,green,False,2023-08-18 16:14:39,,1969-12-31 21:00:00,2024-10-03 05:18:26,2,8192,1,1,intel-haswell,normal,,,,HCF_VDS01-VM-413-PCMS,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,204800,29024,29024,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,7,none,never,,[HOE_CLO71_NFS_DS_002] HOEAPP950B/HOEAPP950B.vmx,[HOE_CLO71_NFS_DS_002] HOEAPP950B/,[HOE_CLO71_NFS_DS_002] HOEAPP950B/,[HOE_CLO71_NFS_DS_002] HOEAPP950B/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs706.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-1142699,503239cb-0079-af25-fb99-f54b03935c2f,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP950T554-135,poweredOn,False,False,green,aessrv,connected,running,green,False,2023-06-22 06:43:19,,1969-12-31 21:00:00,2024-10-03 13:55:11,2,8192,1,1,intel-haswell,normal,,,,HCF_VDS01-VM-413-PCMS,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,212992,142207,134015,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,11,none,never,,[HOE_CLO71_NFS_DS_002] HOEAPP950T554-135/HOEAPP950T554-135.vmx,[HOE_CLO71_NFS_DS_002] HOEAPP950T554-135/,[HOE_CLO71_NFS_DS_002] HOEAPP950T554-135/,[HOE_CLO71_NFS_DS_002] HOEAPP950T554-135/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs704.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-1344529,5032300a-00c5-3521-250a-681f4ff0f340,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP952,poweredOn,False,False,green,aes,connected,running,green,False,2023-06-22 11:49:56,,1969-12-31 21:00:00,2024-07-19 15:43:59,8,24576,1,1,intel-broadwell,normal,,True,,HCF_VDS03-Cloud-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO004_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,102400,94869,94868,medium,none,vmMonitoringDisabled,Anti Affinity,DTEP APP 3,False,0,10000,False,False,bios,7,none,never,,[HCF_CLO004_NTAPF_DS007] HOEAPP952/HOEAPP952.vmx,[HCF_CLO004_NTAPF_DS007] HOEAPP952/,[HCF_CLO004_NTAPF_DS007] HOEAPP952/,[HCF_CLO004_NTAPF_DS007] HOEAPP952/,,"Backup Job ID [1678410]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_Prod_CLO04_Cloud_DS_Netapp_007]",,,3/7/2024 6:57:01 PM,,,,,HOEDCO02,HCF_PROD_CLO004_GP_NTAPF,hcfvhc322.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-6351,50323f6d-bdce-28a1-8cc8-6502e9571ebd,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,do_not_backup,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP952P,poweredOn,False,False,green,aes,connected,running,green,False,2023-08-18 16:14:39,,1969-12-31 21:00:00,2024-09-24 23:08:19,2,8192,1,1,intel-haswell,normal,,True,,HCF_VDS01-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,204811,169473,169461,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,7,none,never,,[HOE_CLO71_NFS_DS_014] HOEAPP952P/HOEAPP952P.vmx,[HOE_CLO71_NFS_DS_014] HOEAPP952P/,[HOE_CLO71_NFS_DS_014] HOEAPP952P/,[HOE_CLO71_NFS_DS_014] HOEAPP952P/,,"Backup Job ID [52425398]  Client: [hoevms150_VSA], Backup Set: [defaultBackupSet], Subclient: [HOE_CLO71_NFS_DS_011]",,,7/1/2022 6:39:32 PM,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs704.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-1052052,5032b666-5208-7c92-08a9-0507dd6e6601,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP952P554-135,poweredOn,False,False,green,aessrv,connected,running,green,False,2023-06-22 06:41:18,,1969-12-31 21:00:00,2024-10-04 22:33:01,2,8192,1,1,intel-haswell,normal,,,,HCF_VDS01-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,205062,35105,34842,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,11,none,never,,[HOE_CLO71_NFS_DS_005] HOEAPP952P554-135/HOEAPP952P554-135.vmx,[HOE_CLO71_NFS_DS_005] HOEAPP952P554-135/,[HOE_CLO71_NFS_DS_005] HOEAPP952P554-135/,[HOE_CLO71_NFS_DS_005] HOEAPP952P554-135/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs897.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-1344531,50320f81-e07d-0173-4307-dc799906d5db,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP953,poweredOn,False,False,green,dev-eng-0001.corp.aeroscout.site.local.ups.site.local,connected,running,green,False,2023-06-22 11:52:35,,1969-12-31 21:00:00,2024-07-19 19:19:05,8,24576,1,1,intel-broadwell,normal,,True,,HCF_VDS03-Cloud-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO004_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,102400,88792,88791,medium,none,vmMonitoringDisabled,"Anti Affinity, Anti Affinity","DTEP APP 3, DTEP APP 3",False,0,10000,False,False,bios,7,none,never,,[HCF_CLO004_NTAPF_DS011] HOEAPP953/HOEAPP953.vmx,[HCF_CLO004_NTAPF_DS011] HOEAPP953/,[HCF_CLO004_NTAPF_DS011] HOEAPP953/,[HCF_CLO004_NTAPF_DS011] HOEAPP953/,,"Backup Job ID [1678414]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_Prod_CLO04_Cloud_DS_Netapp_011]",,,3/7/2024 7:15:43 PM,,,,,HOEDCO02,HCF_PROD_CLO004_GP_NTAPF,hcfvhc129.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-6352,50326afb-0345-283b-b536-9cb5a44f951d,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,do_not_backup,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
HOEAPP953P,poweredOn,False,False,green,aes,connected,running,green,False,2023-06-22 06:39:57,,1969-12-31 21:00:00,2024-04-13 12:14:22,2,8192,1,1,intel-haswell,normal,,True,,HCF_VDS01-VM-419,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,204811,29717,29706,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,7,none,never,,[HOE_CLO71_NFS_DS_014] HOEAPP953P/HOEAPP953P.vmx,[HOE_CLO71_NFS_DS_014] HOEAPP953P/,[HOE_CLO71_NFS_DS_014] HOEAPP953P/,[HOE_CLO71_NFS_DS_014] HOEAPP953P/,,"Backup Job ID [52425398]  Client: [hoevms150_VSA], Backup Set: [defaultBackupSet], Subclient: [HOE_CLO71_NFS_DS_011]",,,7/1/2022 6:32:21 PM,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs898.na.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-1052053,503209bd-5235-7c9f-bb02-4f7e4b80e603,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
